agent,seed,phase,evaluation_episode,reward,steps,selected_regions,classification_loss,stopped
PPO,125,mid,1,0.09000000000000001,1,1,0.09793441742658615,True
PPO,125,mid,2,0.09000000000000001,1,1,0.6246790885925293,True
PPO,125,mid,3,0.09000000000000001,1,1,0.2571370005607605,True
PPO,125,mid,4,0.09000000000000001,1,1,0.7175098657608032,True
PPO,125,mid,5,0.09000000000000001,1,1,0.45243746042251587,True
PPO,125,mid,6,0.09000000000000001,1,1,0.6430708169937134,True
PPO,125,mid,7,0.09000000000000001,1,1,0.830242931842804,True
PPO,125,mid,8,0.0670169758796692,2,2,0.7048057317733765,True
PPO,125,mid,9,0.09000000000000001,1,1,0.08149103075265884,True
PPO,125,mid,10,0.09000000000000001,1,1,1.1605480909347534,True
PPO,125,mid,11,0.09000000000000001,1,1,0.366659015417099,True
PPO,125,mid,12,0.09000000000000001,1,1,0.9547423124313354,True
PPO,125,mid,13,0.2157921361923218,2,2,0.6197348833084106,True
PPO,125,mid,14,0.09000000000000001,1,1,0.28610607981681824,True
PPO,125,mid,15,0.09000000000000001,1,1,0.605555534362793,True
PPO,125,mid,16,0.09000000000000001,1,1,0.17885741591453552,True
PPO,125,mid,17,0.09000000000000001,1,1,1.0450682640075684,True
PPO,125,mid,18,0.1894324588775635,2,2,0.9947141408920288,True
PPO,125,mid,19,0.09000000000000001,1,1,0.5310207009315491,True
PPO,125,mid,20,0.09000000000000001,1,1,0.6723811030387878,True
PPO,125,mid,21,0.09000000000000001,1,1,0.5761731863021851,True
PPO,125,mid,22,0.09000000000000001,1,1,0.5284162759780884,True
PPO,125,mid,23,0.09000000000000001,1,1,0.09398267418146133,True
PPO,125,mid,24,0.09000000000000001,1,1,0.26647913455963135,True
PPO,125,mid,25,0.09000000000000001,1,1,0.8054647445678711,True
PPO,125,mid,26,0.09000000000000001,1,1,0.7149558663368225,True
PPO,125,mid,27,0.09000000000000001,1,1,0.5688716173171997,True
PPO,125,mid,28,0.09000000000000001,1,1,0.9983721971511841,True
PPO,125,mid,29,0.09000000000000001,1,1,0.635927677154541,True
PPO,125,mid,30,0.09000000000000001,1,1,0.5424683690071106,True
PPO,125,mid,31,0.09000000000000001,1,1,0.883021891117096,True
PPO,125,mid,32,0.06082500696182252,2,2,0.6260795593261719,True
PPO,125,mid,33,0.12209917783737184,2,2,0.7717998623847961,True
PPO,125,mid,34,0.09000000000000001,1,1,0.4189557433128357,True
PPO,125,mid,35,0.09000000000000001,1,1,0.6316877007484436,True
PPO,125,mid,36,0.09000000000000001,1,1,0.6670728921890259,True
PPO,125,mid,37,0.09000000000000001,1,1,0.6479682922363281,True
PPO,125,mid,38,0.09000000000000001,1,1,0.8189770579338074,True
PPO,125,mid,39,0.09000000000000001,1,1,0.4171755015850067,True
PPO,125,mid,40,0.09000000000000001,1,1,0.11083775013685226,True
PPO,125,mid,41,0.09000000000000001,1,1,0.5855368971824646,True
PPO,125,mid,42,0.09000000000000001,1,1,0.22808782756328583,True
PPO,125,mid,43,0.09000000000000001,1,1,0.7890661954879761,True
PPO,125,mid,44,0.09000000000000001,1,1,0.5455772280693054,True
PPO,125,mid,45,0.18189366340637209,2,2,0.9825345277786255,True
PPO,125,mid,46,0.19400264501571657,2,2,0.9498115181922913,True
PPO,125,mid,47,0.09000000000000001,1,1,0.34483402967453003,True
PPO,125,mid,48,0.11327435255050661,2,2,0.7609718441963196,True
PPO,125,mid,49,0.09000000000000001,1,1,0.64865642786026,True
PPO,125,mid,50,-0.4865960359573364,10,2,0.7637948393821716,False
PPO,125,mid,51,0.09000000000000001,1,1,0.11581508070230484,True
PPO,125,mid,52,0.09000000000000001,1,1,0.5069472193717957,True
PPO,125,mid,53,0.09000000000000001,1,1,0.542120635509491,True
